id,area,name,category,status,has_tests,user_story,expected_behavior,entry_points,code_refs,gaps,notes,verified,last_updated
F-157,"llm","LlmRegistry.chat() with 429→rate-limit→re-pick","routing","partial","true","As an autonomous loop, I want chat() to auto-record 429s and skip rate-limited models so that I do not re-fire paid rate-limits.","chat() resolves providerRef or getPreferred, calls provider.chat, and on httpStatus===429 records a 60s rate limit in the oracle (default retry-after) so the next pick avoids that (model,endpoint).","LlmRegistry.chat(opts, providerRef?) | LlmRegistry.getOracle()","src/llm/registry.ts:208 | src/llm/registry.ts:240","Does NOT write the LLM CostLedger (no append call in registry.chat); cost-ledger writer is unwired | retry-after is hardcoded 60s because ChatResult carries no retry-after","Cost accounting at this layer is a documented intent that is not realized — see CostLedger feature.",,2026-06-27
F-158,"llm","LM Studio provider adapter","provider","partial","false","As a developer running LM Studio, I want its localhost:1234 server treated as a first-class provider so that the oracle's lmstudio-local endpoint becomes a runnable pick.","Thin OpenAI-compat subclass at http://127.0.0.1:1234 (env LMSTUDIO_HOST override), auth none, registered by default in the registry.","LmStudioProvider (exported) | default registry member","src/llm/lmstudio.ts:23 | src/llm/registry.ts:73","No dedicated lmstudio test file (only covered transitively); inherits the base's no-streaming limitation","Added so oracle 'lmstudio' endpointType maps to a real provider (endpointToProviderId).",,2026-06-27
F-159,"llm","Workflow intent router (recommendModel hook)","routing","partial","true","As a workflow, I want capability/locality/budget-aware model selection so that each intent gets a model that satisfies policy with an optional ZippyMesh recommendation.","routeWorkflowIntent() filters candidates by health/locality/cost/context/capabilities, honors an injected recommendModel callback when its pick is eligible, else ranks by benchmark/reputation/context/latency under a routing profile (cheap/balanced/quality/...).","routeWorkflowIntent() | ZippyMeshRecommendModel callback type","src/workflows/intentRouter.ts:62 | src/workflows/intentRouter.ts:77 | src/workflows/intentRouter.ts:183","Lives in src/workflows (not src/llm); its recommendModel is a generic callback hook NOT wired to ZippyMeshProvider.recommendModel — the ZMLR bridge is unconnected | candidates are supplied by the caller; no integration with the oracle's model catalogue","Tested via fabricRouter.test.ts; a parallel routing brain to LlmRegistry, included because it is the workflow-side model selector.",,2026-06-27
F-160,"llm","`autoclaw llm install` — provider config writer","command/install","complete","true","As a user, I want a command that wires my LLM providers so that ZMLR/Ollama get a config entry, MCP route, and routing playbooks without manual editing.","installLlm() does 3 idempotent steps: upsert .autoclaw/llm/config.yaml; add zmlr to workspace .mcp.json; import shipped playbooks (mateam/kdream/embeddings) into ZMLR via /api/playbooks. Unreachable provider → skipped (ok:true). Surfaced via command palette 'AutoClaw: Install LLM Providers' with a quick-pick.","command autoclaw.llm.install | installLlm() | formatLlmInstallReport() | parseConfig()/serializeConfig()","src/llm/install.ts:82 | src/extension.ts:492 | package.json:249","Hand-rolled YAML parser is not general — a hand-edited config it can't parse yields an empty providers list, causing a duplicate the user must resolve (documented)","llm-install.test.ts in CI; command wired in extension.ts with output channel.",,2026-06-27
F-161,"llm","LlmProvider abstraction + ProviderRef parsing","core-types/internal","complete","true","As an extension developer, I want a narrow LlmProvider contract and a ProviderRef parser so that every LLM backend (Ollama, ZMLR, LM Studio) is interchangeable and addressable as `<provider>:<model>`.","Types-only module defines LlmProvider (detect/chat/models/health/embed), ChatOptions/ChatResult/ChatHints, capabilities, and `parseProviderRef('ollama:llama3.1:70b')` → `{providerId:'ollama', model:'llama3.1:70b'}` (split on first colon); `normalizeMessages`/`mergeCapabilities` helpers.","parseProviderRef() | normalizeMessages() | mergeCapabilities() | LlmProvider interface (src/llm/index.ts exports)","src/llm/types.ts:209 | src/llm/types.ts:245 | src/llm/types.ts:279","","Pure types/helpers; covered by llm-types.test.ts (in CI list).",,2026-06-27
F-162,"llm","LlmRegistry getPreferred() three-branch routing","routing","complete","true","As the persona/MCP layer, I want one entry point that picks a provider so that I get explicit→ZMLR-recommend→oracle fallback transparently.","getPreferred() branch 1 honors explicitProviderId; branch 2 if ZMLR reachable + not rate-limited calls recommendModel; branch 3 refreshes the oracle and picks, mapping endpointType→providerId, falling to alternatives when no adapter exists; returns null only when even failsafe is gone.","LlmRegistry.getPreferred() | LlmRegistry.resolve() | LlmRegistry.detect() | LlmRegistry.list()","src/llm/registry.ts:123 | src/llm/registry.ts:137 | src/llm/registry.ts:169","","llm-registry.test.ts in CI; consumed by personas/provider-stub and mcp/writeTools.",,2026-06-27
F-163,"llm","MCP llm.* tools (llm.chat / llm.models / llm.health)","mcp-tool","complete","true","As an MCP-connected agent, I want llm.chat/llm.models/llm.health so that I can run completions and inspect providers through the AutoClaw MCP server.","Three gated/audited write-tools delegate to the LLM registry: llm.chat runs registry.chat (ZMLR-first/oracle fallback, optional providerRef) and appends a message-ledger entry; llm.models lists each provider's models(); llm.health reports per-provider health. All require workspace-scoped write access.","MCP tool llm.chat | MCP tool llm.models | MCP tool llm.health | _setLlmRegistryFactoryForTests()","src/mcp/writeTools.ts:915 | src/mcp/writeTools.ts:978 | src/mcp/writeTools.ts:1001","llm.chat audits to the message ledger but does NOT write the ZICO LLM CostLedger despite the docstring implying the registry records cost","llmWriteTools.test.ts in CI; gated by checkWriteGate (workspace scope + allowWrites).",,2026-06-27
F-164,"llm","modelCatalog — model id → context-window lookup","internal/observability","complete","true","As the fleet panel, I want each model's max context window so that I can show a context-fill gauge for any model id.","contextWindowForModel(id) resolves via explicit size marker ([1m]/(200k)) → exact normalized match → longest family-prefix match → DEFAULT_CONTEXT_WINDOW (8k); normalizeModelId strips vendor prefixes/dates/quant tags; never throws; isKnownModel() reports catalog membership.","contextWindowForModel() | normalizeModelId() | isKnownModel() | MODEL_CONTEXT_WINDOWS","src/llm/modelCatalog.ts:124 | src/llm/modelCatalog.ts:95 | src/llm/modelCatalog.ts:28","Static map needs manual updates as new models ship","Pure/host-free so usable in webview renderers; llm-model-catalog.test.ts in CI.",,2026-06-27
F-165,"llm","Ollama provider adapter","provider","complete","true","As a developer with Ollama on localhost, I want AutoClaw to use it so that I get free local inference without cloud keys.","Targets http://127.0.0.1:11434 (env OLLAMA_HOST override); overrides models() to use native /api/tags for parameter_size/family and detect() to use /api/version for a real version string; chat via /v1 OpenAI-compat.","OllamaProvider (exported) | registered by default in LlmRegistry","src/llm/ollama.ts:25 | src/llm/ollama.ts:56 | src/llm/ollama.ts:84","","Default registry member; llm-ollama.test.ts in CI.",,2026-06-27
F-166,"llm","OpenAI-compatible base provider (chat/models/detect/health/embed)","provider/internal","complete","true","As an agent, I want one OpenAI-REST adapter so that any /v1-speaking server is callable for chat and embeddings with consistent error classing.","POSTs /v1/chat/completions and /v1/embeddings; GET /v1/models; classifies 429→rate_limit, 401/403→auth, timeout→timeout; returns ChatResult/EmbeddingsResult with tokens+duration; embed() forces `x-intent: embed`; tracks lastChatAt and recentErrorCounts for health().","OpenAiCompatibleProvider (exported) | provider.chat() | provider.embed() | provider.health()","src/llm/openai-compatible.ts:151 | src/llm/openai-compatible.ts:276 | src/llm/openai-compatible.ts:348","No streaming/SSE support despite capabilities.streaming=true (chat always sends stream:false)","Base class for Ollama/ZMLR/LMStudio; exercised indirectly via llm-ollama/zippymesh/registry tests.",,2026-06-27
F-167,"llm","Oracle model validation (end-to-end probe)","routing/internal","complete","true","As the oracle, I want to validate a model with a tiny completion so that a recently-proven model gets a scoring bonus.","validate(model,endpoint) sends a 'Reply: OK' completion (Ollama /api/generate or OpenAI /v1/chat/completions), records 429s, and marks lastValidatedAt/lastValidatedOk (a fresh OK within 10min adds +10 to score).","Oracle.validate()","src/llm/oracle.ts:374 | src/llm/oracle.ts:674","validate() is not auto-invoked inside getPreferred/pick — caller must opt in to call it","Scoring bonus only materializes if a caller runs validate() beforehand.",,2026-06-27
F-168,"llm","Oracle rate-limit memory with persistent TTL","routing/internal","complete","true","As a long-running agent, I want rate-limits to survive process restarts so that I do not re-hit paid 429s across loop cycles.","recordRateLimit/isRateLimited maintain a (endpoint:model)→resetsAt map; persisted to .autoclaw/llm/oracle-state.json (version 1) unless ephemeral; expired entries pruned on read; handle429 parses retry-after header.","Oracle.recordRateLimit() | Oracle.isRateLimited() | Oracle.status()","src/llm/oracle.ts:441 | src/llm/oracle.ts:451 | src/llm/oracle.ts:717","","State file under .autoclaw/llm/; best-effort writes never throw.",,2026-06-27
F-169,"llm","personas provider-stub registry bridge","internal/integration","complete","false","As the persona loader, I want a thin bridge over LlmRegistry so that personas get real LLM completions instead of the old stub.","Lazily constructs a singleton LlmRegistry per workspace and translates registry.chat's ChatResult down to the personas' simpler provider shape; _setRegistryForTests injects a mock.","src/personas/provider-stub.ts (getRegistry) | _setRegistryForTests()","src/personas/provider-stub.ts:23 | src/personas/provider-stub.ts:86 | src/personas/provider-stub.ts:90","No dedicated provider-stub test in the LLM area (covered indirectly)","Phase B replacement for the old provider-stub; the documented consumer of LlmRegistry.",,2026-06-27
F-170,"llm","ZippyMesh (ZMLR) router provider + recommend_model","provider/routing","complete","true","As an agent, I want to route through the ZippyMesh LLM Router so that it can pick the best backend across LAN and cloud and report cost.","Targets http://127.0.0.1:20128 with bearer ZIPPYMESH_TOKEN; sends both x-intent and x-zippy-intent (+ x-session-parallel/x-session-id for /mateam fan-out); recommendModel() POSTs {tool:'recommend_model'} to /mcp and returns {model, fallbackChain} or null on any failure (404/502/timeout) so the registry falls through to the oracle.","ZippyMeshProvider (exported) | zmlr.recommendModel(intent, constraints) | zippyMeshAugmentHeaders()","src/llm/zippymesh.ts:53 | src/llm/zippymesh.ts:94 | src/llm/zippymesh.ts:211","recommendModel depends on a ZMLR-side /mcp recommend_model route that may not be deployed (older builds 404 → always null)","llm-zippymesh.test.ts in CI; the null-on-failure path is intentional stopgap per S1 docs.",,2026-06-27
F-171,"monetization","requireHosted gate (hosted features that cost the vendor money)","licensing","stub","false","As the vendor, I want hosted/cloud features gated by a paid license OR a BYO key so that the trial never runs up our hosted bill.","Returns true for paid license or BYO key; otherwise shows a non-blocking Get-a-license / Use-my-own-key choice and returns false. Trial does NOT satisfy this gate.","requireHosted()","src/licensing/licensing.ts:50","Exported but has NO live caller anywhere in src/ (only referenced in docs and a comment). No hosted feature currently routes through it.","Reference implementation only; awaits a decision on which hosted feature to gate first (per docs/PICKUP).",,2026-06-27
F-172,"monetization","Upgrade-nag rate limiting + trial-ended notice (NagService)","support","stub","false","As a user, I want upgrade reminders rate-limited so that I am never spammed (global <= every 14 days, per-feature <= weekly).","Tracks last global/per-feature nag timestamps in globalState; shouldShow* gate prompts; showTrialEndedOnce() shows a single trial-ended notice respecting the global nag window.","NagService.shouldShowGlobalNag() | NagService.shouldShowFeatureNag() | NagService.showTrialEndedOnce()","src/licensing/nagService.ts:18 | src/licensing/nagService.ts:53 | src/licensing/nagService.ts:29","NagService is never instantiated anywhere in src/ (no `new NagService`). showTrialEndedOnce and the rate-limit checks are dead code — the actual milestone prompts use the separate support.ts/schedule.ts path instead.","Built but unwired; the live nag path is the support milestone scheduler, not this service.",,2026-06-27
F-173,"monetization","Advanced Orchestration optimising planner (premium engine + free fallback)","premium","partial","true","As an orchestrator user, I want a critical-path, capability/reputation/cost-aware sprint optimiser so that parallel agent work is planned optimally.","Reads .autoclaw/orchestrator/advanced-input.json (seeds a starter template on first run), merges agents from registry.json when omitted, checks pro.orchestrate.advanced (silent), runs premium engine or free fallback, writes advanced-plan.md and opens it, offers upgrade when not entitled.","autoclaw.orchestrate.advancedPlan | buildAdvancedInput() | PremiumApi.runAdvancedOrchestration()","src/extension.ts:1385 | src/premium/advancedInput.ts:71 | src/premium/unavailablePremium.ts:49","Only the free fallback + the input builder ship publicly; the optimiser itself is in the absent private package. Free fallback returns empty assignments/criticalPath and projectedSprints:0.","buildAdvancedInput and the free fallback shape ARE tested (premium-advanced.test.ts).",,2026-06-27
F-174,"monetization","Agent Scorecards (premium engine + free fallback)","premium","partial","false","As a team lead, I want per-agent scorecards (actions, tokens, wall time, token share, last-active) so that I can track agent effectiveness.","Command checks pro.agentScorecards (silent), runs premium engine when entitled else free fallback markdown, opens it, offers upgrade when not entitled.","autoclaw.reports.agentScorecard | PremiumApi.generateAgentScorecard()","src/extension.ts:1351 | src/premium/unavailablePremium.ts:35 | src/premium/premiumApi.ts:79","generateAgentScorecard is an optional interface method; only a basic markdown fallback ships. Real engine in absent private package. No test.","Free fallback returns {markdown, createdAt} only (no featureTier).",,2026-06-27
F-175,"monetization","GateService with dormant enforcement master switch","premium","partial","false","As a user, I want gates to never strand me behind an upgrade prompt with nowhere to buy, so that the free build is always fully usable.","check()/require() resolve the effective entitlement and apply decideGate; require() shows one polite Compare Plans/Enter License/Use Free Fallback prompt on denial. But gateEnforcementEnabled() defaults FALSE, so every feature is allowed unless the hidden autoclaw.licensing.enforceGates key is set.","GateService.check() | GateService.require() | gateEnforcementEnabled() | autoclaw.licensing.enforceGates (hidden setting)","src/licensing/gateService.ts:48 | src/licensing/gateService.ts:21 | src/licensing/gateService.ts:63","Enforcement is OFF by design (decision: monetization = commercial-use licensing, not per-feature gating). require()/showUpgradeOrFallback have no unit test. With enforcement off, all gate calls short-circuit to allowed.","Intentional per steering/MEMORY: gates built but dormant until a real purchase path exists. enforceGates is a hidden maintainer flag, not in Settings UI.",,2026-06-27
F-176,"monetization","PR Evidence Report (premium engine + free fallback)","premium","partial","false","As a developer, I want a PR-ready evidence report of agent work so that reviewers can see tests, risks, changed files, and verdicts.","Command checks pro.reports.prEvidence (silent), runs the premium engine when present/licensed, otherwise the free fallback produces a basic markdown report; opens it and offers an upgrade prompt when not entitled. Never blocks.","autoclaw.reports.prEvidence | PremiumApi.generatePrEvidenceReport()","src/extension.ts:1321 | src/premium/unavailablePremium.ts:16 | src/premium/premiumApi.ts:78","Only the free fallback ships in this repo (basic markdown stub). The real evidence engine lives in the absent private package. No test for the prEvidence command/fallback specifically (premium-advanced.test.ts only covers advanced-orchestration).","Worked example of the gate+trial+premium stack.",,2026-06-27
F-177,"monetization","withGate command wrapper for orchestrate/autobuild commands","premium","partial","false","As a user, I want premium-tier commands to run normally (with a graceful fallback) so that gating never breaks my workflow.","withGate() requires a feature (auto-starting the trial), runs the paid handler when allowed else an optional fallback. Applied to autobuild.runNow and the four orchestrate commands.","withGate() (extension.ts) | autoclaw autobuild/orchestrate commands","src/extension.ts:400 | src/extension.ts:664 | src/extension.ts:681","Because gateEnforcementEnabled() defaults false, withGate always runs the paid handler — the gate is a no-op in shipped builds. No dedicated test.","Distinct from the unrelated withGate in src/mcp/writeTools.ts (consent gate, not licensing).",,2026-06-27
F-178,"monetization","7-day Pro trial (state logic + service)","trial","complete","true","As an evaluator, I want a 7-day Pro trial with no account or card so that I can try paid local features before buying.","On first meaningful use the trial starts (toast), grants effective Pro tier for 7 days, then auto-marks consumed and reverts to Free. Status/start commands report days remaining. Cannot be restarted after consumption.","autoclaw.trial.start | autoclaw.trial.status | TrialService.startIfNeeded() | computeTrialStatus() | startedTrialState()","src/licensing/trialService.ts:70 | src/licensing/trialLogic.ts:48 | src/licensing/licensing.ts:172","","Pure logic in trialLogic.ts is unit-tested (trialLogic.test.ts); the vscode wrapper is not. Trial grants feature access but NOT commercial-use rights.",,2026-06-27
F-179,"monetization","Bring-your-own-key (BYOK)","licensing","complete","false","As a user, I want to bring my own provider API key so that I can use hosted features for free by paying my provider directly instead of buying a license.","Command prompts (masked) for a key, stores/clears it in secrets, toasts confirmation, refreshes status bar. A stored BYO key satisfies requireHosted() and (when allowByoForHosted) hosted-cost gates.","autoclaw.byok.set | getByoKey() | hasByoKey()","src/licensing/licensing.ts:148 | src/licensing/licensing.ts:36 | src/licensing/licenseStore.ts:27","BYOK is stored but is only consumed by requireHosted() (which itself has no live caller) and by gate allowByoForHosted (no live caller passes it). Storing a BYO key currently unlocks nothing because hosted gating is not wired.","Honest UX seam exists; downstream consumption is dormant.",,2026-06-27
F-180,"monetization","Compare Plans / Upgrade entry point","support","complete","false","As a user, I want a Compare Plans action so that I can find pricing and purchase a license.","Opens the Square proUrl when set, otherwise falls back to the Support panel. Invoked from the command palette and from gate/upgrade prompts.","autoclaw.license.comparePlans","src/licensing/licensing.ts:168 | src/licensing/licensing.ts:74","","proUrl currently set to a live Square link (square.link/u/AonvPo4b) in supportConfig DEFAULTS; other payment links are REPLACE_ME placeholders.",,2026-06-27
F-181,"monetization","Effective entitlement resolution (license + trial + BYO overlay)","licensing","complete","false","As the gate system, I want one resolver that merges license, trial, and BYO awareness so that every gate and UI reads a consistent effective tier.","Returns base entitlement, effectiveTier, reason (free|trial|licensed|byo-hosted|expired-license), trialActive/endsAt, hasByoKey, commercialUseAllowed. Precedence: paid license > active trial (effective Pro, no commercial rights) > free/expired.","EntitlementService.getEffectiveEntitlement() | EntitlementService.getBaseEntitlement()","src/licensing/entitlementService.ts:45 | src/licensing/entitlementService.ts:39","No dedicated test for EntitlementService itself; covered indirectly via decideGate inputs in gateLogic.test.ts","'byo-hosted' reason is declared in the type but never produced by getEffectiveEntitlement.",,2026-06-27
F-182,"monetization","Feature registry (24 tiered feature definitions)","premium","complete","true","As a developer, I want a single source of truth for every feature's minimum tier, trial eligibility, and free fallback so that gating is consistent and discoverable.","FEATURE_DEFINITIONS maps 7 core (free), 9 pro, 5 team, 3 enterprise feature ids to label/minimumTier/trialAllowed/fallbackFeature/hostedCost/nagStyle. Team/enterprise are trialAllowed:false so invoking them never burns the trial.","FEATURE_DEFINITIONS | FeatureId","src/licensing/features.ts:53 | src/licensing/features.ts:12","Most pro/team/enterprise feature ids (e.g. team.sharedMemory, enterprise.sso, pro.githubIssueImport, pro.zippyMeshIntegration) are registry entries only — no command actually checks them. Only 4 pro features are wired to commands.","gateLogic.test.ts iterates FEATURE_DEFINITIONS. Registry breadth is aspirational vs the handful of wired gates.",,2026-06-27
F-183,"monetization","License key entry / status / removal commands","licensing","complete","false","As a user, I want to enter, view, and remove my license key so that I can activate or deactivate commercial features.","Enter prompts for a key, validates it, stores it in VS Code secrets, refreshes the status bar, toasts the activated tier. Status shows the rich effective line (license + trial + BYO). Clear deletes the key and returns to Free.","autoclaw.license.enter | autoclaw.license.status | autoclaw.license.clear","src/licensing/licensing.ts:120 | src/licensing/licensing.ts:138 | src/licensing/licensing.ts:142","VS Code glue (commands, secret storage) has no integration test; only the pure verify/trial logic underneath is unit-tested","Keys + BYO key live in context.secrets via LicenseStore (single owner of the secret keyspace).",,2026-06-27
F-184,"monetization","License status bar indicator","licensing","complete","false","As a user, I want a small status-bar indicator of my mode so that I always know whether I am on Free, Trial, or a licensed tier.","Shows '$(rocket) AutoClaw Trial Nd', '$(verified) AutoClaw <tier>', or '$(zap) AutoClaw Free'; click opens license status; refreshed after any license/trial change.","LicenseStatusBar.refresh() | registerLicensing()","src/licensing/statusBar.ts:11 | src/licensing/statusBar.ts:20","","Wired in registerLicensing; refreshed on enter/clear/byok/trial commands.",,2026-06-27
F-185,"monetization","Non-invasive milestone support prompts (rate/donate/pro)","support","complete","true","As a maintainer, I want polite usage-based support prompts so that engaged users are asked to review/donate/license without being annoyed.","Counts distinct active days; at milestones 15, 30, 90, then every +90 days, fires at most one prompt per milestone, rotating rate/donate/pro asks. Permanent 'Don't ask again' opt-out; review hand-off detects marketplace (VS Code vs Open VSX). Deferred 60s after activation; disabled via autoclaw.support.prompts.","registerSupport() | tickActivity() | maybePrompt() | dueMilestone() | askKindFor() | autoclaw.support.prompts (setting)","src/support/support.ts:65 | src/support/schedule.ts:79 | src/support/schedule.ts:95","","Pure scheduling logic fully covered in support.test.ts. Marketplace detection infers Open VSX for forks (Cursor/Windsurf/VSCodium/Kiro etc.).",,2026-06-27
F-186,"monetization","Offline Ed25519 license-key verification","licensing","complete","true","As a paying user, I want my license key to be verified offline so that activation works without any phone-home and I keep my privacy.","A pasted AUTOCLAW-<payload>.<sig> key is structurally parsed, the Ed25519 signature is verified against the embedded public key, product/expiry/tier checks run, and an Entitlement (valid + tier + commercialUseAllowed + updatesActive) is returned. Tampered, expired, wrong-product, or malformed keys return valid:false with a human reason.","verifyLicenseKey() | parseLicenseKey() | signLicenseKey() | isPaid() | hasTierAtLeast() | tierRank()","src/licensing/license.ts:163 | src/licensing/license.ts:103 | src/licensing/publicKey.ts:10","","Pure, no vscode import; signLicenseKey needs the private key (maintainer-only). Legacy keys without product field accepted for backward compat. Full sign+verify roundtrip tested in licensing.test.ts.",,2026-06-27
F-187,"monetization","PremiumApi public interface + optional private-engine loader","premium","complete","true","As a contributor, I want the public build to compile and run without the private premium package so that the open-core repo is self-contained.","createPremiumApi() does an indirect require('@autoclaw/premium'); if present (licensed builds) the real engine loads, else falls back to the free community implementation. isPremiumImplementationPresent() reports which loaded.","createPremiumApi() | isPremiumImplementationPresent() | PremiumApi interface","src/premium/index.ts:20 | src/premium/premiumApi.ts:77 | src/premium/index.ts:16","","Clean public/private seam per ecosystem steering. Private package never a dependency of public repo. Free fallback path tested via createUnavailablePremiumApi.",,2026-06-27
F-188,"monetization","Pure feature-gate decision (decideGate)","premium","complete","true","As the gate system, I want a pure decision function so that gate logic is unit-testable without the VS Code host.","Given a feature def + effective entitlement, returns allowed + reason (free/trial/licensed/hosted-byo/tier-too-low/trial-expired/missing-license) + fallbackFeature. Allows when effective tier >= minimum; hosted-cost + BYO opt-in allows; otherwise denies with the right reason.","decideGate()","src/licensing/gateLogic.ts:35 | src/licensing/gateLogic.ts:46","","Thoroughly covered in gateLogic.test.ts (free/trial/licensed/expired/tier matrices).",,2026-06-27
F-189,"monetization","Secret storage for license + BYO key (LicenseStore)","licensing","complete","false","As a user, I want my license and provider keys stored securely so that they are not exposed in plaintext settings.","get/set/clear of license key and BYO API key go through one class backed by context.secrets; trimming and empty->undefined normalization applied.","LicenseStore.getLicenseKey() | LicenseStore.setByoKey() | LicenseStore.hasByoKey()","src/licensing/licenseStore.ts:11 | src/licensing/licenseStore.ts:19 | src/licensing/licenseStore.ts:40","No direct unit test (requires vscode secrets mock)","Two secret keys: autoclaw.license.key, autoclaw.byok.apiKey.",,2026-06-27
F-190,"monetization","Support / Donate panel","support","complete","false","As a happy user, I want an on-demand support panel so that I can rate, donate, or buy a commercial license without being nagged.","Webview with in-panel star rating (4-5 -> marketplace review, <4 -> private feedback), Ko-fi/Square donation buttons, crypto wallet copy rows, and a Pro/Teams/Enterprise pricing table with a Get-a-license button and contact mailto. Placeholder links render as 'coming soon'.","autoclaw.support.open | autoclaw.support.rate | showSupportPanel()","src/support/supportPanel.ts:21 | src/support/support.ts:150 | src/support/supportPanel.ts:108","Webview not unit-tested (only the scheduling logic is).","Pricing in panel ($15/mo Pro) differs from license.md; donation/crypto endpoints are placeholders by design.",,2026-06-27
F-191,"monetization","Support/links configuration (maintainer-only, hidden override)","support","complete","true","As a maintainer, I want donation/review/pro links configurable via file defaults with a hidden settings override so that I can point at real endpoints without exposing them as user settings.","getSupportLinks() merges autoclaw.support.* settings over DEFAULTS (settings win); isPlaceholder() detects REPLACE_ME/unset; reviewUrlFor() picks the right registry. Links are NOT contributed to the Settings UI.","getSupportLinks() | isPlaceholder() | detectMarketplace() | reviewUrlFor() | promptsEnabled()","src/support/supportConfig.ts:68 | src/support/supportConfig.ts:44 | src/support/supportConfig.ts:105","","detectMarketplace/reviewUrlFor exercised in support.test.ts via askKindFor flows; most payment defaults are placeholders (proUrl is live).",,2026-06-27
F-192,"monetization","Trial anti-abuse cross-install mirror","trial","complete","true","As the maintainer, I want a consumed trial to survive reinstall so that users cannot trivially reset the trial by wiping globalState.","Trial state is stored in globalState AND mirrored to ~/.autoclaw/trial.json; on read both are merged to the MORE-restrictive result (earliest start, earliest end, consumed if either). Clearing one cannot grant a fresh trial.","mergeTrialStates() | TrialService.getState() | TrialService.saveState()","src/licensing/trialLogic.ts:66 | src/licensing/trialService.ts:34 | src/licensing/trialService.ts:42","","mergeTrialStates is unit-tested. Deliberately non-hostile: a full uninstall clears the mirror; no fingerprinting (machineId recorded for visibility only).",,2026-06-27
F-193,"orchestrator","HEAL phase (signal gathering + bounded recovery execution)","self-healing","partial","true","As the orchestrator, I want recovery actions actually performed from on-disk signals so that the only sanctioned mutation (deleting a stale+expired claim) happens automatically and everything else is surfaced.","runHealPhase gathers failure signals from board.json/claims dir/reconcile-report.json, runs resolveRecovery, and in act mode performs the one sanctioned mutation (delete stale+expired claim → task re-opens) and emits a finding_report per action. Never kills processes, deletes user data, or merges.","runHealPhase() in heal.ts","src/orchestrator/heal.ts:1 | src/orchestratorLoop.ts:1165","HEAL is gated behind selfHealingEnabled and runs only when the host holds the single-active supervisor lease; when off it is skipped entirely (zero fleet mutation). Most ladder actions are surfaced-only, not executed.","heal.test.ts + healRunner.test.ts. Default-off self-healing per memory.",,2026-06-27
F-194,"orchestrator","Sprint state machine (status transition guard)","planning","partial","true","As the orchestrator, I want sprint status transitions validated so that a sprint can only move pending→assigned→in_progress→review→approved→merged.","StateMachine.transition throws on any disallowed transition; canTransition predicts validity; snapshot exports the per-sprint status map.","StateMachine class in stateMachine.ts | transition()/canTransition()/snapshot()","src/orchestrator/stateMachine.ts:19 | src/orchestrator/stateMachine.ts:34","No dedicated stateMachine.test.ts found; coverage is indirect via orchestrator.test.ts. It is a small guard class — unclear whether the live loop (which uses boardAutotransition forward-ranking instead) actually routes sprint-status changes through it.","Smallest module (62 lines). The board-lane forward-only RANK in boardAutotransition.ts is the de-facto runtime status engine; this enum-based machine is the sprint-level guard.",,2026-06-27
F-195,"orchestrator","Acceptance/evidence gates on review (feature C)","gates","complete","true","As a maintainer, I want machine-checkable acceptance commands to gate consensus so that a red build can never be merged even with approving votes.","applyAcceptanceGate attaches gate_checks to the consensus result and forces a non-overridable block if ANY check failed; gate verdicts are pass | weak-pass (verifier absent → green-with-warning, not equal to real pass) | fail. Manifest gate fields (acceptance commands) are read by a scoped YAML reader so review can gate without a YAML dependency.","applyAcceptanceGate() in orchestrate.ts | GateVerdict / gate_checks in orchestrate.ts | manifest gate-field reader in orchestrate.ts","src/orchestrate.ts:1986 | src/orchestrate.ts:61 | src/orchestrate.ts:1592","","Pure decision logic lives in src/orchestrate.ts (in-area orchestration logic, not src/orchestrator/). Note: src/test/gateLogic.test.ts is about LICENSING feature-gates, NOT acceptance gates; acceptance-gate coverage is in orchestrate/orchestrator tests. workflow-gateNode.test.ts is workflow-engine adjacent.",,2026-06-27
F-196,"orchestrator","Agendaboard (claimable/in-flight/awaiting-review/stuck snapshot)","board","complete","true","As an operator or agent, I want one live board of what is claimable, in flight, awaiting review, or stuck so that I can see fleet state at a glance.","buildBoard buckets tasks into 4 lanes using session-aware owner liveness (a live session must not vouch for a dead session's claim), dependency-satisfaction, claim TTL, heartbeat-offline (5m), review-overdue (30m), and no-eligible-reviewers; emits BoardModel + renderBoardMarkdown. boardWriter gathers inputs and writes board.json/board.md each tick.","buildBoard() in board.ts | renderBoardMarkdown() in board.ts | writeBoard() in boardWriter.ts","src/orchestrator/board.ts:204 | src/orchestrator/board.ts:249 | src/orchestratorLoop.ts:1095","","Pure board.ts + IO boardWriter.ts + boardRefresh predicate. board.test.ts, boardRefresh.test.ts, board-rendering.test.ts cover it. Surfaces recent evidence capsules (capped 10).",,2026-06-27
F-197,"orchestrator","Auto-announce on session start","coordination","complete","true","As an agent, I want to auto-describe myself to the fleet on REGISTER so that every active session is self-describing without a human asking.","On REGISTER writes a session_announce message to shared/ and refreshes a per-session heartbeat sidecar carrying current_task/branch/file_scope; deduped within a 10m window. fleet.brief and the panel read those fields back.","announce-on-register API in announce.ts | SESSION_ANNOUNCE_TYPE / SessionDescriptor in coordination.ts","src/orchestrator/announce.ts:1 | src/orchestrator/coordination.ts","","CL-1. announce.test.ts. Reuses coordination.ts shared contracts.",,2026-06-27
